"Tipo Equivalente","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Fibra (g)","Vitamina A     (µg RE)","Acido Ascórbico (mg)","Acido Fólico (µg)","Hierro NO HEM (mg)","Potasio (mg)","Indice glicémico","Carga glicémica",
"A.O.A Muy bajos en grasa","Huachinango crudo fileteado",35,"g",35,35,35,7.2,0.5,0,13,10.5,11.1,0.1,22.2,13.4,,,
"A.O.A Muy bajos en grasa","Huachinango cocido",28,"g",28,28,36,7.4,0.5,0,13.2,9.9,11.2,0.1,16,13.7,,,
"A.O.A Muy bajos en grasa","Huachinango crudo   ",70,"g",70,36,36,7.3,0.5,0,13.2,10.7,11.3,0.1,22.7,13.6,,,
"A.O.A Muy bajos en grasa","Huevo de iguana",65,"g",65,58,37,7.2,0.6,0,0,245.9,248.2,8.8,0,0,,,
"A.O.A Muy bajos en grasa","Iguana",100,"g",100,30,35,7.3,0.3,0,"ND",67.5,7.5,1,"ND","ND",,,
"A.O.A Muy bajos en grasa","Isabelita",70,"g",70,36,30,7.4,0.1,0,"ND","ND",4.4,"ND","ND",5.1,,,
"A.O.A Muy bajos en grasa","Jaiba cocida desmenuzada",0.333333333333333,"taza",47,47,39,8.1,0.6,0,36.4,303.8,20.1,0.4,19.1,6.5,,,
"A.O.A Muy bajos en grasa","jaiba cocida entera",75,"g",75,40,34,7,0.5,0,31.5,263.3,17.4,0.3,16.6,5.7,,,
"A.O.A Muy bajos en grasa","jaiba cruda",40,"g",40,40,39,7,1,0.4,60,"ND",18,0.3,40,"ND",,,
"A.O.A Muy bajos en grasa","Jorobado, lamparosa",70,"g",70,36,34,7.4,0.5,0,"ND","ND",4.6,"ND","ND",5,,,
"A.O.A Muy bajos en grasa","Jugo de almeja",7,"taza",1680,1680,35,7,0.3,1.4,49,154,217,5,3612,68.9,,,
"A.O.A Muy bajos en grasa","Langosta",100,"g",100,40,36,7.5,0.4,0.2,38,8.5,19.3,0.1,118.6,16.6,,,
"A.O.A Muy bajos en grasa","Langosta cocida",35,"g",35,35,34,7.2,0.2,0.5,25.1,9.1,21.4,0.1,133,14.9,,,
"A.O.A Muy bajos en grasa","langostino",110,"g",110,50,34,7.2,0.6,0,78.2,"ND",3.8,0.7,181.2,19.8,,,
"A.O.A Muy bajos en grasa","Lenguado",90,"g",90,45,34,7.5,0.5,0,20.7,4.5,5.4,0.4,35.1,6.3,,,
"A.O.A Muy bajos en grasa","Lenguado fileteado",45,"g",45,45,34,7.5,0.5,0,20.7,4.5,5.4,0.4,35.1,6.3,,,
"A.O.A Muy bajos en grasa","Liebre",50,"g",50,33,44,6.8,1.6,0,21.1,"ND",3.9,1,14,12.5,,,
"A.O.A Muy bajos en grasa","Lisa, churra, cabezuda",70,"g",70,36,40,7,1.3,0,17.5,"ND",9.3,0.6,28.9,5,,,
"A.O.A Muy bajos en grasa","Lomo canadiense",3,"rebanada",45,45,45,8,1.4,0.4,23.5,0,3.9,0.5,604.6,12.8,,,
"A.O.A Muy bajos en grasa","Lomo de venado",40,"g",40,36,42,7.3,1.2,0,28.8,0,6.1,0.3,32.8,3.2,,,
"A.O.A Muy bajos en grasa","Machaca",0.333333333333333,"sobre",13,13,44,6,1.2,0,21.4,"ND","ND","ND",252.3,"ND",,,
"A.O.A Muy bajos en grasa","Machacado de res",15,"g",15,15,50,6.7,1.3,0,24.1,"ND","ND","ND",283.8,"ND",,,
"A.O.A Muy bajos en grasa","Maciza de res",25,"g",25,25,35,5.2,1.6,0,15.5,1.5,1.5,0.6,15.8,4.7,,,
"A.O.A Muy bajos en grasa","Maciza de res en trozo",25,"g",25,25,35,5.2,1.6,0,15.5,1.5,1.5,0.6,15.8,4.7,,,
"A.O.A Muy bajos en grasa","Medallón de filete",0.25,"pieza",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Medallón de filete de res",30,"g",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Mejillones  sin concha cocidos",25,"g",25,25,43,5.9,1.1,1.9,14.1,22.6,8.2,1.7,92.4,22.4,,,
"A.O.A Muy bajos en grasa","Mejillones  sin concha crudos",0.333333333333333,"taza",50,50,43,5.9,1.1,1.8,13.9,23.8,12.9,2,141.6,22.2,,,
"A.O.A Muy bajos en grasa","Menudencia de pollo cruda",35,"g",35,35,43,6.3,1.6,0.6,91.7,930,3.5,2.1,27,19.3,,,
"A.O.A Muy bajos en grasa","Menudencias de pavo",25,"g",25,25,42,6.7,1.3,0.5,104.5,448.8,3.3,1.7,14.8,23.4,,,
"A.O.A Muy bajos en grasa","Menudencias de pollo cocidas",25,"g",25,25,40,6.8,1.1,0.1,110.5,438.3,3.5,1.8,16.8,14.9,,,
"A.O.A Muy bajos en grasa","Merluza",85,"g",85,43,33,7.2,0.4,0,19.9,4.3,5.2,0.3,33.8,6.1,,,
"A.O.A Muy bajos en grasa","Merluza fileteada",45,"g",45,45,34,7.5,0.5,0,20.7,4.5,5.4,0.4,35.1,6.3,,,
"A.O.A Muy bajos en grasa","Mero cocido",30,"g",30,30,35,7.5,0.4,0,14.1,15,6.3,0.3,15.9,14,,,
"A.O.A Muy bajos en grasa","Mero crudo",80,"g",80,41,34,7.9,0.3,0,"ND",20.4,2.9,"ND","ND",5.7,,,
"A.O.A Muy bajos en grasa","Mero crudo fileteado",40,"g",40,40,34,7.7,0.3,0,"ND",20,2.8,"ND","ND",5.6,,,
"A.O.A Muy bajos en grasa","Milanesa de avestruz",35,"g",35,35,31,7.1,0.4,0,21,"ND","ND","ND","ND",6.6,,,
"A.O.A Muy bajos en grasa","Milanesa de pollo",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Milanesa de res",30,"g",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Mojarra cruda fileteada",35,"g",35,35,34,7,0.6,0,17.5,0,3.5,0.2,18.2,14.6,,,
"A.O.A Muy bajos en grasa","Mojarra tilapia cruda",0.333333333333333,"pieza",73,37,35,7.4,0.6,0,18.3,0,3.7,0.2,19.1,15.3,,,
"A.O.A Muy bajos en grasa","Molida de pollo",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,3.6,,,
"A.O.A Muy bajos en grasa","Molleja de pollo cocida",25,"g",25,25,37,7.6,0.7,0,92.5,0,4.3,0.8,14,10.3,,,
"A.O.A Muy bajos en grasa","Pancita de res",45,"g",45,43,40,6.2,1.7,0,40.6,9,25.7,0.9,19.7,5.3,,,
"A.O.A Muy bajos en grasa","Pargo",70,"g",70,36,37,7.5,0.7,0,15.7,"ND",6.1,0.3,23.9,5,,,
"A.O.A Muy bajos en grasa","Pargo fileteado",35,"g",35,35,36,7.4,0.7,0,15.4,"ND",6,0.3,23.5,4.9,,,
"A.O.A Muy bajos en grasa","Pata de res",120,"g",120,55,44,6.7,1.6,0,"ND","ND",55.8,1.1,"ND","ND",,,
"A.O.A Muy bajos en grasa","Pechuga de pavo",1.5,"rebanada",32,32,35,7.1,0.5,0,13.5,0,1.5,0.1,451.5,9.7,,,
"A.O.A Muy bajos en grasa","Pechuga de pavo ahumada",1.5,"rebanada",34,34,32,6.7,0.3,0.5,15,0,5.3,0.5,402.8,9.8,,,
"A.O.A Muy bajos en grasa","Pechuga de pavo ahumada bajo en grasa",2,"rebanada",42,42,33,6.3,0.2,1.5,12.9,0,4,0.3,459.6,12.2,,,
"A.O.A Muy bajos en grasa","Pechuda de pollo sin pile aplanada",30,"g",30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo ahumada",2,"rebanada",42,42,33,6.9,0.1,1.1,15,0,1,0.1,452,10.9,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo deshuesada sin piel cruda",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel ",30,"g",30,27,31,6.3,0.4,0,15.7,2.2,3.2,0.2,18.4,4.8,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel a la plancha",30,"g",30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel asada",30,"g",30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel cocida",30,"g",30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel cruda",40,"g",40,34,39,7.9,0.6,0,19.7,2.7,4.1,0.2,23.1,6.1,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel en brocheta cruda",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel en fajitas cruda",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel horneada rebanada",2,"rebanada",42,42,41,8.2,0.3,1.6,21.5,0,3.7,0.5,479.7,11,,,
"A.O.A Muy bajos en grasa","Pechuga de pollo sin piel molida cruda",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga sin piel deshebrada",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga sin piel desmenuzada",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Pechuga sin pile molida",30,"g",30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,
"A.O.A Muy bajos en grasa","Perca cocida ",30,"g",30,30,35,7.4,0.4,0,34.6,3,30.7,0.3,23.6,4.8,,,
"A.O.A Muy bajos en grasa","Perca cruda",75,"g",38,38,35,7.4,0.4,0,34.4,3.6,30.6,0.3,23.9,4.8,,,
"A.O.A Muy bajos en grasa","Perca fileteada",38,"g",38,38,34,7.4,0.4,0,34.2,3.6,30.4,0.3,23.7,4.8,,,
"A.O.A Muy bajos en grasa","Pescado blanco ahumado",32,"g",32,32,35,7.5,0.3,0,10.5,18.2,5.6,0.2,326.1,4.3,,,
"A.O.A Muy bajos en grasa","Pescado en trozo",75,"g",75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,
"A.O.A Muy bajos en grasa","Pescado entero",75,"g",75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,
"A.O.A Muy bajos en grasa","Pescado fileteado",40,"g",40,40,36,7.5,0.5,0,19.2,4,7.1,0.1,32.4,13.1,,,
"A.O.A Muy bajos en grasa","Pescado rebenado",75,"g",75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,
"A.O.A Muy bajos en grasa","Pescado seco tipo bacalao",13,"g",13,12,34,7.4,0.3,0,17.8,5,18.7,0.3,822.2,17.3,,,
"A.O.A Muy bajos en grasa","Pez espada cocido",28,"g",28,28,43,7.1,1.4,0,14,11.5,1.6,0.3,32.3,17.3,,,
"A.O.A Muy bajos en grasa","Pez espada crudo",55,"g",55,36,43,7.1,1.4,0,13.9,13,1.3,0.3,32.2,17.2,,,
"A.O.A Muy bajos en grasa","Pez espada crudo fileteado",38,"g",38,36,44,7.1,1.4,0,14,13.2,1.3,0.3,32.5,17.4,,,
"A.O.A Muy bajos en grasa","Pez espada crudo rebanado",55,"g",55,36,43,7.1,1.4,0,13.9,13,1.3,0.3,32.2,17.2,,,
"A.O.A Muy bajos en grasa","Pollo crudo sin piel",40,"g",40,26,48,4.6,3.1,0,21.2,10.5,2.8,0.2,17.9,6,,,
"A.O.A Muy bajos en grasa","Pollo crudo sin piel en piezas",40,"g",40,26,49,4.7,3.2,0,21.6,9.4,2.6,0.3,20.5,6.1,,,
"A.O.A Muy bajos en grasa","Pollo deshebrado",0.25,"taza",38,38,43,8.7,0.6,0,21.8,30,4.5,0.3,25.5,2.1,,,
"A.O.A Muy bajos en grasa","Pollo sin piel cocido",30,"g",30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,
"A.O.A Muy bajos en grasa","Proteina aislada de soya",10,"g",10,10,34,8.1,0.3,0.7,1.6,28,17.8,1.5,100.5,0.1,,,
"A.O.A Muy bajos en grasa","Proteina concentrda de soya",10,"g",10,10,33,5.8,0,3.1,0,0,36.3,1.1,0.3,0.1,,,
"A.O.A Muy bajos en grasa","Pulmón de cerdo",55,"g",55,48,41,6.7,1.3,0,153.1,0,3.3,9,73.2,8.5,,,
"A.O.A Muy bajos en grasa","Pulpa de jaiba",0.333333333333333,"taza",46,46,38,8,0.6,0,36,300.8,19.9,0.4,18.9,6.5,,,
"A.O.A Muy bajos en grasa","Pulpo cocido",25,"g",25,25,41,7.5,0.5,1.1,24.1,22.5,26.5,2.4,115,22.4,,,
"A.O.A Muy bajos en grasa","Pilopo crudo",45,"g",45,45,37,6.7,0.5,1,21.7,20.1,23.8,2.4,103.5,20.2,,,
"A.O.A Muy bajos en grasa","Puntas de filete",30,"g",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Puntas de res",30,"g",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Queso Cotagge Lala Light",30,"g",30,30,35,6.5,0.5,1,"ND","ND","ND","ND",200,"ND",,,
"A.O.A Muy bajos en grasa","Queso cottage",3,"cucharada",48,48,43,6.6,0.9,1.7,4,10.1,32.9,0.1,195,4.9,,,
"A.O.A Muy bajos en grasa","Queso cottage 1% grasa",0.5,"taza",57,57,41,7,0.6,1.5,2.5,6.3,34.5,0.1,229.5,5.1,,,
"A.O.A Muy bajos en grasa","Queso cottage 2% grasa",3,"cucharada",48,48,43,6.6,0.9,1.7,4,10.1,32.9,0.1,195,4.9,,,
"A.O.A Muy bajos en grasa","Queso cottage bajo en grasa",0.25,"taza",57,57,41,7,0.6,1.5,2.5,6.3,34.5,0.1,229.5,5.1,,,
"A.O.A Muy bajos en grasa","Queso Mozzarella cero grasa",1,"rebanada",28,28,39,8.9,0,1,5,36,26.9,0.1,208,0,,,
"A.O.A Muy bajos en grasa","Queso suizo muy bajo en grasa",1,"rebanada",28,28,50,8,1.4,1,10,11,26.9,0.1,73,0,,,
"A.O.A Muy bajos en grasa","Retazo de pescado crudo",350,"g",350,35,35,7.2,5,0,12.8,10.7,11.1,0.1,22.2,4.9,,,
"A.O.A Muy bajos en grasa","Riñones de carnero crudos",40,"g",40,36,39,6.5,1.2,0.3,135,108,14.4,1.5,0,78.8,,,
"A.O.A Muy bajos en grasa","Riñones de cerdo cocidos",28,"g",28,28,42,7.1,1.3,0,134.4,21.8,3.6,1.5,22.4,87.2,,,
"A.O.A Muy bajos en grasa","Riñones de res cocidos",25,"g",25,25,40,6.8,1.2,0,179,0,4.8,1.5,23.5,42,,,
"A.O.A Muy bajos en grasa","Riñones de ternera cocidos",25,"g",25,25,41,6.6,1.4,0,197.8,50.3,7.3,0.8,27.5,25,,,
"A.O.A Muy bajos en grasa","Roast beef",2.5,"rebanada",33,33,36,6.6,0.9,0.5,15.6,0,1.9,0.6,328.8,6.4,,,
"A.O.A Muy bajos en grasa","Robalo cocido",30,"g",30,30,34,7.3,0.3,0,22.2,5.6,12.7,0.4,26.1,12.2,,,
"A.O.A Muy bajos en grasa","Robaalo crudo",75,"g",75,38,33,7.2,0.3,0,21.8,6.5,12.6,0.4,26.1,11.6,,,
"A.O.A Muy bajos en grasa","Robalo fileteado",40,"g",40,40,35,7.6,0.3,0,22.8,6.8,13.2,0.4,27.3,12.1,,,
"A.O.A Muy bajos en grasa","Salmón ahumado",35,"g",35,35,41,6.4,1.5,0,8.1,9.1,3.7,0.3,274.4,11.3,,,
"A.O.A Muy bajos en grasa","Sast orugas",65,"g",65,65,35,7,0.8,0,"ND",14.3,35.1,2.7,"ND","ND",,,
"A.O.A Muy bajos en grasa","Surimi",0.666666666666667,"barra",40,40,39,6,0.4,2.7,11.9,7.9,3.7,0.1,56.6,11.1,,,
"A.O.A Muy bajos en grasa","Suirimi imitacion camaron",40,"g",40,40,40,4.9,0.6,3.7,14.6,8,7.5,0.2,282,9.2,,,
"A.O.A Muy bajos en grasa","Tampiqueña",0.25,"pieza",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Tampiqueña de filete",0.25,"pieza",30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,
"A.O.A Muy bajos en grasa","Trucha fresca",35,"g",35,35,42,7.2,1.2,0,20.6,6.6,23.5,0.2,10.7,,,,
"A.O.A Muy bajos en grasa","Venado cocido    (carne magra)",25,"g",25,23,42,6,1.8,0,22.1,0,3.2,0.8,17.6,2.3,,,
"A.O.A Muy bajos en grasa","Venado crudo         (carne magra)",30,"g",30,27,42,5.9,1.9,0,21.6,0,3,0.8,20.3,2.7,,,
"A.O.A Bajo en grasa","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Colesterol (mg)","Vitamina A     (µg RE)","Calcio (mg)","Hierro (mg)","Sodio (mg)","Selenio (mg)",,,
"A.O.A Bajo en grasa","Aguja de res",35,"g",35,33,51,6.8,2.6,0,20.6,77.5,3,0.6,20.9,6.6,,,
"A.O.A Bajo en grasa","Anchoa con aceite",6,"pieza",24,24,50,7,2.6,0,20.4,2.9,55.7,1.1,880.3,16.3,,,
"A.O.A Bajo en grasa","Arenque cocido",25,"g",25,25,51,5.8,2.9,0,19.3,9,18.5,0.4,28.8,11.7,,,
"A.O.A Bajo en grasa","Arenque fresco crudo",35,"g",35,35,55,6.3,3.2,0,21,9.8,20,0.4,31.5,12.8,,,
"A.O.A Bajo en grasa","Arrachera cruda",35,"g",35,35,49,7.5,1.9,0,11.6,0,8.4,0.5,19.3,9.2,,,
"A.O.A Bajo en grasa","Arrachera de res cruda",30,"g",30,30,56,8.4,2.2,0,14.7,0,5.4,0.5,17.1,9.6,,,
"A.O.A Bajo en grasa","Atún blanco en aceite",30,"g",30,30,56,8,2.4,0,7,1.2,0.8,0.1,91.2,18,,,
"A.O.A Bajo en grasa","Atún en aceite drenado",0.333333333333333,"lata",33,33,66,9.7,2.7,0,10.3,7.7,4.3,0.5,118,25.3,,,
"A.O.A Bajo en grasa","Barbacoa",50,"g",50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,
"A.O.A Bajo en grasa","Barbacoa con hueso",65,"g",65,38,51,7.2,2.3,0,24.5,0,2.6,0.8,28.3,14.3,,,
"A.O.A Bajo en grasa","Bistec de ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
"A.O.A Bajo en grasa","Bonito",60,"g",60,31,51,7.3,2.2,0,0,0,8,0.2,12.2,4.3,,,
"A.O.A Bajo en grasa","Bonito en aceite",25,"g",25,25,55,7.3,2.9,0,11.7,0,7.2,0.3,0,4,,,
"A.O.A Bajo en grasa","Bonito filereado",30,"g",30,30,50,7.2,2.2,0,0,0,7.8,0.2,12,4.2,,,
"A.O.A Bajo en grasa","Cabeza de carnero cocida",495,"g",495,50,55,7,2.8,0,32.2,0,8.4,1,37.1,18.8,,,
"A.O.A Bajo en grasa","Cabeza de cerdo",495,"g",495,50,55,7,2.8,0,32.2,0,8.4,1,37.1,14.1,,,
"A.O.A Bajo en grasa","Calamar frito",35,"g",35,35,61,6.3,2.6,2.7,91,3.7,13.6,0.4,107.1,15.7,,,
"A.O.A Bajo en grasa","Carne de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,13.2,,,
"A.O.A Bajo en grasa","Carne de cerdo molida",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Carne de ganzo de crianza",40,"g",40,32,52,7.4,2.3,0,27.2,3.9,4.2,0.8,28.2,5.4,,,
"A.O.A Bajo en grasa","Carne de pato de crianza",60,"g",60,39,51,7.1,2.3,0,30,9.4,4.3,0.9,28.9,5.4,,,
"A.O.A Bajo en grasa","Carne de res (promedio)",30,"g",30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.9,,,
"A.O.A Bajo en grasa","Carne de ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
"A.O.A Bajo en grasa","Carne molida de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,9.8,,,
"A.O.A Bajo en grasa","Carne promedio",30,"g",30,29,51,5.9,2.9,0,18.5,1.7,3.4,0.9,18.5,5.7,,,
"A.O.A Bajo en grasa","Carnero",50,"g",50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,
"A.O.A Bajo en grasa","Carnero con hueso",65,"g",65,38,51,7.2,2.3,0,24.5,0,2.6,0.8,28.3,14.3,,,
"A.O.A Bajo en grasa","Carpa",75,"g",75,41,51,7.2,2.3,0,26.7,3.8,16.7,0.5,20,5.7,,,
"A.O.A Bajo en grasa","Carpa cocida",30,"g",30,30,49,6.8,2.2,0,25.1,2.8,15.5,0.5,19.1,5.4,,,
"A.O.A Bajo en grasa","Carpa horneada",30,"g",30,30,49,6.8,2.2,0,25.1,2.8,15.5,0.5,19.1,5.4,,,
"A.O.A Bajo en grasa","Chuleta de cerdo",0.5,"pieza",45,38,54,7.6,2.4,0,24.9,0.4,2.3,0.5,31.4,12.2,,,
"A.O.A Bajo en grasa","Conejo",40,"g",40,32,51,6.5,2.6,0,20.8,0,5.8,0.8,13.8,7.6,,,
"A.O.A Bajo en grasa","Conejo de crianza",40,"g",40,32,51,6.5,2.6,0,20.8,0,5.8,0.8,13.8,7.6,,,
"A.O.A Bajo en grasa","Corazón de borrego",45,"g",45,45,55,7.4,2.5,0.2,60,0,0,0,39.5,21.2,,,
"A.O.A Bajo en grasa","Corazón de borrego cocido",30,"g",30,30,55,7.4,2.4,0.6,74.2,0,0,0,18.7,14.1,,,
"A.O.A Bajo en grasa","Corazón de cordero",45,"g",45,45,55,7.4,2.5,0.2,60,0,0,0,39.5,14.4,,,
"A.O.A Bajo en grasa","Corazón de cordero cocido",30,"g",30,30,55,7.4,2.4,0.6,74.2,0,0,0,18.7,14.1,,,
"A.O.A Bajo en grasa","Corazón de pavo",40,"g",40,40,58,7.3,2.8,0.3,46.3,0,0,0,35.1,2,,,
"A.O.A Bajo en grasa","Corazón de pollo cocido",25,"g",25,25,53,7.9,2.6,0,70.2,0,0,0,17.5,2,,,
"A.O.A Bajo en grasa","Corned beef",25,"g",25,25,54,6.7,3.1,0,22.3,0,0,0.6,218.8,4.3,,,
"A.O.A Bajo en grasa","Corned beef con áspic",30,"g",30,30,46,6.9,1.8,0,13.9,0,3.2,0.6,286.1,5.2,,,
"A.O.A Bajo en grasa","Cuete de ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
"A.O.A Bajo en grasa","Falda de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Filete de carpa",40,"g",40,40,51,7.2,2.3,0,26.4,3.8,16.5,0.5,19.8,5.6,,,
"A.O.A Bajo en grasa","Filete de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Filete de puerco",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Filete de salmón",30,"g",30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,13.4,,,
"A.O.A Bajo en grasa","Gallina",40,"g",40,27,59,7.6,0,0,21.2,5.4,7.1,0.5,17.4,3.4,,,
"A.O.A Bajo en grasa","Gallina joven cocida",40,"g",40,27,59,7.6,0,0,21.2,5.4,7.1,0.5,17.4,4.9,,,
"A.O.A Bajo en grasa","Ganso de crianza",40,"g",40,32,52,7.4,2.3,0,27.2,3.9,4.2,0.8,28.2,5.4,,,
"A.O.A Bajo en grasa","Guajolote",45,"g",45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,8.2,,,
"A.O.A Bajo en grasa","Hígado de ganzo crudo",40,"g",40,40,53,6.5,1.7,2.5,206,3723.6,17.2,12.2,56,27.2,,,
"A.O.A Bajo en grasa","Hígado de borrego crudo",25,"g",25,25,55,7.6,2.2,0.6,125.3,1872.8,2,2.1,14,27.9,,,
"A.O.A Bajo en grasa","Hígado de cerdo cocido",30,"g",30,30,50,7.8,1.3,1.1,106.5,1621.5,3,5.4,14.7,20.3,,,
"A.O.A Bajo en grasa","Hígado de ganzo ",0.5,"pieza",47,47,63,7.7,2,3,242.1,4375.2,20.2,14.3,65.8,32,,,
"A.O.A Bajo en grasa","Hígado de pato crudo",40,"g",40,40,54,7.5,1.8,1.4,206,4793.6,4.4,12.2,56,26.8,,,
"A.O.A Bajo en grasa","Hígado de pavo",4,"cucharada",35,35,59,8.4,2.1,1.2,219.1,4403.4,3.9,2.7,22.4,35.2,,,
"A.O.A Bajo en grasa","Hígado de pollo cocido",30,"g",30,30,50,7.3,2,0.3,168.9,1194.3,3.3,3.5,22.8,24.7,,,
"A.O.A Bajo en grasa","Hígado de pollo crudo",40,"g",40,40,48,7.2,1.6,1.4,120,1452,4.4,3.4,31.6,25.6,,,
"A.O.A Bajo en grasa","Hígado de res cocido",30,"g",30,30,48,7.3,1.5,1,116.7,3180.6,2.1,2,21,17.1,,,
"A.O.A Bajo en grasa","Hígado de res frito",25,"g",25,25,54,6.7,2,2,120.5,2682.3,2.8,1.6,26.5,14.3,,,
"A.O.A Bajo en grasa","Hueva de pescado cocida",25,"g",25,25,51,7.2,2.1,0.5,119.8,22.8,7,0.2,29.3,12.9,,,
"A.O.A Bajo en grasa","Huevo congelado sin colesterol",4,"cucharada",60,60,96,6.8,6.7,1.9,1,81,44,1.2,120,2,,,
"A.O.A Bajo en grasa","Huevo de tortuga",50,"g",50,45,51,5.6,2.8,0.4,0,28.9,27.6,0.7,0,0,,,
"A.O.A Bajo en grasa","Jamón bajo en grasa",2,"rebanada",42,42,56,8.1,2.1,0.5,19.5,0,3,0.3,600,7.3,,,
"A.O.A Bajo en grasa","Jamón de pavo",2,"rebanada",42,42,54,8,2.1,0.1,23.6,0,4.4,1.2,418.5,7.3,,,
"A.O.A Bajo en grasa","Jamón de pierna",2,"rebanada",42,42,56,8.1,2.1,0.5,19.5,0,3,0.3,600,12.3,,,
"A.O.A Bajo en grasa","Lomo de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,12.8,,,
"A.O.A Bajo en grasa","Lomo de cerdo en trozos",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,12.8,,,
"A.O.A Bajo en grasa","Maciza de carnero",50,"g",50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,
"A.O.A Bajo en grasa","Maciza de ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
